Date,Price,Open,High,Low,Vol.,Change %
6/12/2023,22950,"23,100.00","23,150.00","22,500.00",22.22M,0.22%
6/13/2023,23400,"23,000.00","23,450.00","22,900.00",36.94M,1.96%
6/14/2023,23100,"23,450.00","23,450.00","23,100.00",23.48M,-1.28%
6/15/2023,23150,"23,000.00","23,250.00","23,000.00",17.47M,0.22%
6/16/2023,23450,"23,250.00","23,800.00","23,150.00",33.01M,1.30%
6/19/2023,23350,"23,450.00","23,500.00","23,300.00",13.18M,-0.43%
6/20/2023,23650,"23,350.00","23,650.00","23,300.00",14.61M,1.28%
6/21/2023,24600,"23,700.00","24,650.00","23,500.00",35.61M,4.02%
6/22/2023,24850,"24,700.00","24,950.00","24,350.00",23.04M,1.02%
6/23/2023,25400,"24,850.00","25,550.00","24,750.00",29.16M,2.21%
6/26/2023,25200,"25,400.00","25,500.00","24,700.00",20.40M,-0.79%
6/27/2023,25800,"25,350.00","25,800.00","25,100.00",19.94M,2.38%
6/28/2023,26600,"26,000.00","26,700.00","25,900.00",30.31M,3.10%
6/29/2023,25800,"26,650.00","26,700.00","25,800.00",36.80M,-3.01%
6/30/2023,26150,"25,700.00","26,200.00","25,650.00",23.07M,1.36%
7/3/2023,26200,"26,200.00","26,450.00","25,900.00",17.06M,0.19%
7/4/2023,26250,"26,150.00","26,250.00","25,900.00",19.73M,0.19%
7/5/2023,26950,"26,400.00","27,200.00","26,250.00",31.80M,2.67%
7/6/2023,27000,"26,900.00","27,150.00","26,500.00",27.61M,0.19%
7/7/2023,27450,"26,900.00","27,450.00","26,500.00",22.61M,1.67%
7/10/2023,27700,"27,450.00","27,950.00","27,350.00",24.27M,0.91%
7/11/2023,27300,"27,800.00","28,050.00","27,250.00",24.01M,-1.44%
7/12/2023,27000,"27,300.00","27,450.00","26,650.00",27.76M,-1.10%
7/13/2023,27050,"27,500.00","27,500.00","26,900.00",14.01M,0.19%
7/14/2023,27500,"27,150.00","27,500.00","27,050.00",17.08M,1.66%
7/17/2023,27300,"27,700.00","27,750.00","27,200.00",12.53M,-0.73%
7/18/2023,27200,"27,300.00","27,350.00","27,050.00",12.40M,-0.37%
7/19/2023,27400,"27,100.00","27,700.00","27,050.00",15.38M,0.74%
7/20/2023,28200,"27,300.00","28,200.00","27,300.00",30.87M,2.92%
7/21/2023,28400,"28,350.00","28,400.00","28,100.00",18.46M,0.71%
7/24/2023,28250,"28,450.00","28,600.00","28,000.00",17.16M,-0.53%
7/25/2023,28250,"28,250.00","28,350.00","28,000.00",20.23M,0.00%
7/26/2023,28400,"28,250.00","28,450.00","28,150.00",22.87M,0.53%
7/27/2023,28400,"28,400.00","28,700.00","28,100.00",21.32M,0.00%
7/28/2023,28300,"28,400.00","28,600.00","28,150.00",22.70M,-0.35%
7/31/2023,28200,"28,200.00","28,250.00","27,350.00",45.53M,-0.35%
8/1/2023,27500,"28,100.00","28,100.00","27,500.00",28.01M,-2.48%
8/2/2023,27500,"27,400.00","27,850.00","27,250.00",18.52M,0.00%
8/3/2023,26850,"27,350.00","27,500.00","26,500.00",58.03M,-2.36%
8/4/2023,27350,"26,800.00","27,500.00","26,800.00",22.17M,1.86%
8/7/2023,27550,"27,550.00","27,750.00","27,300.00",23.09M,0.73%
8/8/2023,27200,"27,600.00","27,900.00","27,150.00",25.57M,-1.27%
8/9/2023,27800,"27,200.00","27,850.00","27,050.00",42.66M,2.21%
8/10/2023,27350,"27,900.00","27,900.00","27,300.00",17.06M,-1.62%
8/11/2023,27700,"27,400.00","27,750.00","27,150.00",23.38M,1.28%
8/14/2023,28150,"27,800.00","28,350.00","27,650.00",44.95M,1.62%
8/15/2023,27950,"28,150.00","28,250.00","27,850.00",17.94M,-0.71%
8/16/2023,27950,"27,950.00","28,000.00","27,650.00",14.99M,0.00%
8/17/2023,28100,"28,000.00","28,700.00","28,000.00",46.60M,0.54%
8/18/2023,26500,"27,900.00","28,000.00","26,200.00",41.05M,-5.69%
8/21/2023,26200,"26,450.00","26,550.00","25,900.00",31.44M,-1.13%
8/22/2023,26150,"26,200.00","26,350.00","25,100.00",35.17M,-0.19%
8/23/2023,25650,"26,350.00","26,450.00","25,650.00",21.77M,-1.91%
8/24/2023,26300,"25,650.00","26,300.00","25,600.00",16.60M,2.53%
8/25/2023,25950,"26,200.00","26,400.00","25,950.00",21.85M,-1.33%
8/28/2023,26850,"26,000.00","26,850.00","26,000.00",22.82M,3.47%
8/29/2023,27000,"26,900.00","27,150.00","26,700.00",17.97M,0.56%
8/30/2023,27200,"27,000.00","27,250.00","26,750.00",20.14M,0.74%
8/31/2023,27600,"27,400.00","27,900.00","27,300.00",25.93M,1.47%
9/5/2023,27800,"27,800.00","27,950.00","27,250.00",24.50M,0.72%
9/6/2023,29000,"27,750.00","29,000.00","27,400.00",52.57M,4.32%
9/7/2023,28650,"29,000.00","29,300.00","28,500.00",33.67M,-1.21%
9/8/2023,28750,"28,500.00","29,150.00","28,400.00",33.79M,0.35%
9/11/2023,28000,"29,000.00","29,050.00","27,750.00",47.70M,-2.61%
9/12/2023,28750,"28,000.00","28,750.00","27,700.00",22.62M,2.68%
9/13/2023,28400,"28,800.00","29,400.00","28,250.00",49.19M,-1.22%
9/14/2023,27800,"28,400.00","28,550.00","27,750.00",34.68M,-2.11%
9/15/2023,27600,"27,900.00","28,100.00","27,600.00",24.75M,-0.72%
9/18/2023,27600,"27,600.00","28,100.00","27,200.00",20.89M,0.00%
9/19/2023,28150,"28,000.00","28,150.00","27,500.00",21.03M,1.99%
9/20/2023,28400,"28,150.00","28,550.00","28,050.00",26.60M,0.89%
9/21/2023,28400,"28,400.00","29,100.00","28,150.00",42.92M,0.00%
9/22/2023,27300,"27,750.00","27,950.00","26,750.00",50.58M,-3.87%
9/25/2023,26000,"27,000.00","27,500.00","25,700.00",36.87M,-4.76%
9/26/2023,26200,"25,850.00","26,800.00","25,850.00",30.84M,0.77%
9/27/2023,26500,"26,150.00","26,700.00","26,150.00",20.33M,1.15%
9/28/2023,26600,"26,600.00","26,850.00","26,200.00",16.56M,0.38%
9/29/2023,26300,"26,800.00","26,850.00","26,250.00",15.02M,-1.13%
10/2/2023,26200,"26,300.00","26,450.00","26,000.00",11.41M,-0.38%
10/3/2023,24800,"26,100.00","26,100.00","24,700.00",40.64M,-5.34%
10/4/2023,25250,"24,500.00","25,500.00","24,000.00",21.10M,1.81%
10/5/2023,24900,"25,400.00","25,500.00","24,850.00",10.42M,-1.39%
10/6/2023,24950,"24,850.00","25,300.00","24,650.00",15.25M,0.20%
10/9/2023,25500,"24,950.00","25,600.00","24,950.00",11.43M,2.20%
10/10/2023,26000,"25,700.00","26,250.00","25,600.00",20.00M,1.96%
10/11/2023,26200,"26,150.00","26,250.00","25,800.00",13.50M,0.77%
10/12/2023,25800,"26,300.00","26,300.00","25,600.00",22.05M,-1.53%
10/13/2023,25750,"25,600.00","25,750.00","25,050.00",19.57M,-0.19%
10/16/2023,25000,"25,750.00","25,800.00","25,000.00",16.21M,-2.91%
10/17/2023,24800,"25,200.00","25,450.00","24,800.00",14.71M,-0.80%
10/18/2023,24000,"24,800.00","24,950.00","23,200.00",30.93M,-3.23%
10/19/2023,23700,"24,100.00","24,200.00","23,450.00",20.81M,-1.25%
10/20/2023,24350,"23,700.00","24,350.00","23,350.00",16.37M,2.74%
10/23/2023,24000,"24,350.00","24,350.00","23,700.00",11.95M,-1.44%
10/24/2023,24000,"24,050.00","24,400.00","23,650.00",9.71M,0.00%
10/25/2023,24050,"24,050.00","24,600.00","24,050.00",12.06M,0.21%
10/26/2023,22800,"23,800.00","23,850.00","22,600.00",31.03M,-5.20%
10/27/2023,23350,"23,250.00","23,500.00","22,850.00",15.02M,2.41%
10/30/2023,23000,"23,350.00","23,750.00","23,000.00",16.17M,-1.50%
10/31/2023,23000,"23,500.00","23,500.00","22,900.00",20.79M,0.00%
11/1/2023,23950,"23,000.00","23,950.00","22,950.00",19.14M,4.13%
11/2/2023,25250,"24,200.00","25,600.00","24,100.00",26.64M,5.43%
11/3/2023,25100,"25,400.00","25,500.00","24,750.00",20.50M,-0.59%
11/6/2023,25750,"25,350.00","25,900.00","25,200.00",20.38M,2.59%
11/7/2023,25800,"25,800.00","26,200.00","25,450.00",19.86M,0.19%
11/8/2023,26950,"25,800.00","26,950.00","25,600.00",34.85M,4.46%
11/9/2023,26700,"26,950.00","27,400.00","26,600.00",31.36M,-0.93%
11/10/2023,26500,"26,400.00","27,100.00","26,350.00",28.03M,-0.75%
11/13/2023,27200,"26,500.00","27,600.00","26,500.00",44.00M,2.64%
11/14/2023,27000,"27,400.00","27,500.00","26,700.00",23.26M,-0.74%
11/15/2023,27000,"27,550.00","27,800.00","27,000.00",34.62M,0.00%
11/16/2023,27200,"26,850.00","27,200.00","26,800.00",16.26M,0.74%
11/17/2023,26500,"27,200.00","27,400.00","26,300.00",38.53M,-2.57%
11/20/2023,26650,"26,100.00","26,900.00","26,100.00",18.25M,0.57%
11/21/2023,27050,"27,000.00","27,500.00","26,950.00",26.70M,1.50%
11/22/2023,27200,"27,000.00","27,200.00","26,900.00",17.02M,0.55%
11/23/2023,25850,"27,300.00","27,350.00","25,850.00",21.68M,-4.96%
11/24/2023,26400,"26,000.00","26,400.00","25,550.00",26.23M,2.13%
11/27/2023,26300,"26,500.00","26,750.00","26,200.00",16.72M,-0.38%
11/28/2023,26700,"26,400.00","26,700.00","26,050.00",18.86M,1.52%
11/29/2023,27000,"26,700.00","27,100.00","26,650.00",22.50M,1.12%
11/30/2023,26550,"27,100.00","27,200.00","26,550.00",21.21M,-1.67%
12/1/2023,26900,"26,800.00","27,100.00","26,450.00",15.40M,1.32%
12/4/2023,27500,"27,200.00","27,750.00","27,050.00",42.34M,2.23%
12/5/2023,27250,"27,500.00","27,550.00","27,150.00",22.51M,-0.91%
12/6/2023,27600,"27,250.00","27,600.00","27,200.00",18.65M,1.28%
12/7/2023,27600,"27,650.00","27,900.00","26,950.00",49.43M,0.00%
12/8/2023,27700,"27,800.00","28,250.00","27,500.00",52.78M,0.36%
12/11/2023,27500,"27,700.00","27,800.00","27,300.00",17.85M,-0.72%
12/12/2023,27950,"27,500.00","28,200.00","27,500.00",31.68M,1.64%
12/13/2023,27350,"28,100.00","28,200.00","27,300.00",33.35M,-2.15%
12/14/2023,27050,"27,550.00","27,550.00","27,050.00",31.78M,-1.10%
12/15/2023,26800,"27,100.00","27,200.00","26,750.00",34.69M,-0.92%
12/18/2023,26600,"26,900.00","27,000.00","26,600.00",14.88M,-0.75%
12/19/2023,27200,"26,600.00","27,200.00","26,550.00",20.50M,2.26%
12/20/2023,27200,"27,200.00","27,350.00","27,100.00",17.66M,0.00%
12/21/2023,27200,"27,100.00","27,300.00","26,950.00",14.31M,0.00%
12/22/2023,27050,"27,200.00","27,350.00","27,050.00",17.43M,-0.55%
12/25/2023,27450,"27,150.00","27,600.00","27,150.00",20.41M,1.48%
12/26/2023,27800,"27,400.00","27,900.00","27,400.00",33.74M,1.28%
12/27/2023,27750,"27,850.00","28,000.00","27,750.00",19.85M,-0.18%
12/28/2023,27950,"27,750.00","28,200.00","27,650.00",31.31M,0.72%
12/29/2023,27950,"27,950.00","28,100.00","27,800.00",20.47M,0.00%
