Date,Price,Open,High,Low,Vol.,Change %
10/17/2019,65427,"66,349","66,349","65,120",1.31M,-1.05%
10/18/2019,65274,"65,658","65,888","65,120",532.40K,-0.23%
10/21/2019,64660,"65,197","65,197","64,199",716.44K,-0.94%
10/22/2019,65581,"64,660","65,888","64,660",603.66K,1.42%
10/23/2019,65504,"65,658","65,888","64,967",686.64K,-0.12%
10/24/2019,66733,"65,504","66,810","65,351",842.39K,1.88%
10/25/2019,67578,"66,733","67,962","66,503",1.07M,1.27%
10/28/2019,67117,"67,578","67,731","67,117",489.79K,-0.68%
10/29/2019,66349,"67,117","67,194","66,272",896.54K,-1.14%
10/30/2019,67424,"66,119","67,731","66,119",775.44K,1.62%
10/31/2019,67347,"67,654","67,962","67,270",407.48K,-0.11%
11/1/2019,68192,"67,347","68,653","67,194",1.37M,1.25%
11/4/2019,70649,"68,576","71,033","68,576",1.39M,3.60%
11/5/2019,69728,"70,726","71,033","69,651",786.82K,-1.30%
11/6/2019,69881,"69,728","70,880","69,651",859.04K,0.22%
11/7/2019,70112,"69,881","70,573","69,881",460.44K,0.33%
11/8/2019,70265,"70,112","70,573","69,728",531.47K,0.22%
11/11/2019,70112,"70,496","70,496","69,881",540.76K,-0.22%
11/12/2019,70419,"70,189","70,726","70,112",760.27K,0.44%
11/13/2019,69497,"70,803","70,803","69,114",901.56K,-1.31%
11/14/2019,69805,"69,497","70,189","69,267",478.91K,0.44%
11/15/2019,68883,"69,114","69,881","68,653",721.28K,-1.32%
11/18/2019,67270,"68,730","69,037","67,194",893.90K,-2.34%
11/19/2019,69881,"67,578","69,881","67,578",671.89K,3.88%
11/20/2019,68730,"69,881","69,881","68,730",658.77K,-1.65%
11/21/2019,67194,"68,422","68,883","67,194",1.28M,-2.23%
11/22/2019,65658,"67,270","67,962","65,427",1.72M,-2.29%
11/25/2019,64890,"65,658","66,042","63,431",1.84M,-1.17%
11/26/2019,65043,"64,890","65,888","64,890",927.82K,0.24%
11/27/2019,66272,"65,658","66,810","65,504",618.04K,1.89%
11/28/2019,65504,"66,042","66,272","65,197",631.17K,-1.16%
11/29/2019,65504,"65,735","65,888","65,274",405.77K,0.00%
12/2/2019,64122,"65,504","65,811","63,738",559.91K,-2.11%
12/3/2019,62970,"63,738","64,583","62,970",810.73K,-1.80%
12/4/2019,65043,"62,893","65,120","62,586",480.71K,3.29%
