Date,Price,Open,High,Low,Vol.,Change %
1/2/2024,27200,"27,150.00","27,250.00","27,050.00",3.30M,0.37%
1/3/2024,27600,"27,200.00","27,600.00","27,050.00",3.12M,1.47%
1/4/2024,28600,"27,650.00","29,500.00","27,550.00",14.69M,3.62%
1/5/2024,29000,"28,750.00","29,150.00","28,700.00",8.77M,1.40%
1/8/2024,29550,"29,500.00","29,800.00","29,050.00",12.11M,1.90%
1/9/2024,30000,"29,600.00","30,150.00","29,300.00",14.35M,1.52%
1/10/2024,31000,"30,000.00","31,150.00","29,850.00",13.92M,3.33%
1/11/2024,31000,"31,100.00","31,500.00","30,400.00",9.75M,0.00%
1/12/2024,31500,"30,800.00","31,850.00","30,600.00",17.18M,1.61%
1/15/2024,31400,"31,550.00","31,700.00","31,000.00",6.95M,-0.32%
1/16/2024,31400,"31,050.00","31,400.00","30,800.00",7.44M,0.00%
1/17/2024,31150,"31,050.00","31,500.00","31,000.00",6.74M,-0.80%
1/18/2024,31500,"31,150.00","31,600.00","30,900.00",8.84M,1.12%
1/19/2024,32600,"31,700.00","32,600.00","31,450.00",14.11M,3.49%
1/22/2024,32650,"32,550.00","32,650.00","31,950.00",8.68M,0.15%
1/23/2024,32200,"32,650.00","32,800.00","31,900.00",9.14M,-1.38%
1/24/2024,32000,"31,950.00","32,400.00","31,900.00",5.00M,-0.62%
1/25/2024,32050,"32,000.00","32,100.00","31,600.00",5.16M,0.16%
1/26/2024,32100,"32,100.00","32,250.00","31,950.00",3.68M,0.16%
1/29/2024,32300,"32,100.00","32,750.00","32,000.00",5.88M,0.62%
1/30/2024,32200,"32,350.00","32,450.00","32,050.00",3.74M,-0.31%
1/31/2024,31600,"32,450.00","32,500.00","31,300.00",11.93M,-1.86%
2/1/2024,32050,"31,450.00","32,100.00","31,450.00",5.13M,1.42%
2/2/2024,31700,"32,000.00","32,150.00","31,550.00",4.54M,-1.09%
2/5/2024,33900,"31,750.00","33,900.00","31,750.00",21.68M,6.94%
2/6/2024,34400,"34,000.00","34,450.00","33,850.00",8.65M,1.47%
2/7/2024,35500,"34,400.00","36,300.00","34,400.00",13.53M,3.20%
2/15/2024,35000,"35,600.00","35,800.00","35,000.00",8.85M,-1.41%
2/16/2024,35250,"35,300.00","35,300.00","34,650.00",7.50M,0.71%
2/19/2024,35400,"35,100.00","35,500.00","34,500.00",10.68M,0.43%
2/20/2024,35200,"35,300.00","35,600.00","34,700.00",6.83M,-0.56%
2/21/2024,35550,"35,250.00","36,200.00","35,050.00",10.39M,0.99%
2/22/2024,35700,"35,700.00","35,750.00","35,250.00",7.06M,0.42%
2/23/2024,35350,"35,800.00","37,150.00","35,000.00",25.76M,-0.98%
2/26/2024,35650,"35,200.00","35,850.00","35,100.00",6.39M,0.85%
2/27/2024,36150,"35,700.00","36,300.00","35,450.00",9.07M,1.40%
2/28/2024,35950,"36,400.00","36,450.00","35,650.00",9.81M,-0.55%
2/29/2024,35550,"36,200.00","36,300.00","35,200.00",12.80M,-1.11%
3/1/2024,35600,"35,700.00","35,700.00","35,000.00",9.18M,0.14%
3/4/2024,36000,"35,600.00","36,900.00","35,150.00",17.57M,1.12%
3/5/2024,36450,"36,000.00","36,450.00","35,750.00",7.38M,1.25%
3/6/2024,36000,"36,400.00","36,950.00","35,900.00",8.08M,-1.23%
3/7/2024,35800,"36,000.00","36,050.00","35,450.00",8.88M,-0.56%
3/8/2024,34500,"35,800.00","35,850.00","34,500.00",20.83M,-3.63%
3/11/2024,34150,"34,500.00","34,750.00","33,900.00",7.84M,-1.01%
3/12/2024,34500,"34,000.00","34,600.00","33,950.00",6.76M,1.02%
3/13/2024,35150,"34,600.00","35,150.00","34,200.00",6.14M,1.88%
3/14/2024,34450,"35,200.00","35,200.00","34,200.00",7.01M,-1.99%
3/15/2024,34750,"34,400.00","35,400.00","33,950.00",9.59M,0.87%
