Date,Price,Open,High,Low,Vol.,Change %
1/2/2014,9084.7,"9,123.10","9,161.40","9,046.40",791.82K,0.64%
1/3/2014,9065.6,"9,065.60","9,084.70","9,008.10",630.15K,-0.21%
1/6/2014,9199.7,"9,065.60","9,199.70","9,008.10",1.15M,1.48%
1/7/2014,9103.9,"9,199.70","9,199.70","9,103.90",1.11M,-1.04%
1/8/2014,9161.4,"9,084.70","9,199.70","9,084.70",494.63K,0.63%
1/9/2014,9276.4,"9,142.20","9,276.40","9,142.20",1.21M,1.26%
1/10/2014,9333.9,"9,295.60","9,487.20","9,295.60",2.69M,0.62%
1/13/2014,9410.6,"9,391.40","9,468.10","9,333.90",2.95M,0.82%
1/14/2014,9429.7,"9,410.60","9,563.90","9,391.40",2.89M,0.20%
1/15/2014,9583,"9,506.40","9,870.50","9,487.20",5.50M,1.63%
1/16/2014,9678.9,"9,774.70","9,774.70","9,583.00",3.49M,1.00%
1/17/2014,9870.5,"9,774.70","10,062.20","9,678.90",4.55M,1.98%
1/20/2014,9966.4,"9,870.50","10,253.90","9,870.50",3.37M,0.97%
1/21/2014,10158,"9,966.40","10,158.00","9,870.50",2.47M,1.92%
1/22/2014,10158,"10,253.90","10,349.70","9,966.40",2.48M,0.00%
1/23/2014,10445.5,"10,158.00","10,445.50","10,062.20",1.82M,2.83%
1/24/2014,10733,"10,541.40","10,828.80","10,349.70",3.19M,2.75%
1/27/2014,10637.2,"10,733.00","10,828.80","10,541.40",2.34M,-0.89%
2/6/2014,10445.5,"10,541.40","10,637.20","10,253.90",2.06M,-1.80%
2/7/2014,10253.9,"10,445.50","10,541.40","10,253.90",2.88M,-1.83%
2/10/2014,10637.2,"10,349.70","10,733.00","10,158.00",2.33M,3.74%
2/11/2014,10541.4,"10,733.00","10,828.80","10,445.50",4.80M,-0.90%
2/12/2014,10924.7,"10,637.20","10,924.70","10,637.20",3.73M,3.64%
2/13/2014,10924.7,"10,924.70","11,020.50","10,733.00",2.37M,0.00%
2/14/2014,10828.8,"10,924.70","11,020.50","10,733.00",2.06M,-0.88%
2/17/2014,10733,"10,733.00","10,924.70","10,637.20",1.37M,-0.88%
2/18/2014,10924.7,"10,733.00","10,924.70","10,637.20",1.93M,1.79%
2/19/2014,11308,"10,924.70","11,308.00","10,924.70",3.81M,3.51%
2/20/2014,10924.7,"11,308.00","11,499.70","10,637.20",4.10M,-3.39%
2/21/2014,11116.3,"10,924.70","11,212.20","10,637.20",2.63M,1.75%
2/24/2014,11403.8,"11,116.30","11,403.80","10,924.70",3.74M,2.59%
2/25/2014,11787.2,"11,212.20","11,787.20","11,212.20",6.02M,3.36%
2/26/2014,12362.1,"11,883.00","12,362.10","11,787.20",8.50M,4.88%
2/27/2014,12074.6,"12,266.30","12,458.00","12,074.60",4.45M,-2.33%
2/28/2014,12266.3,"12,074.60","12,266.30","11,883.00",4.24M,1.59%
3/3/2014,11787.2,"12,170.50","12,266.30","11,691.30",4.25M,-3.91%
3/4/2014,11691.3,"11,691.30","11,787.20","11,499.70",3.67M,-0.81%
3/5/2014,11883,"11,883.00","11,978.80","11,691.30",2.33M,1.64%
3/6/2014,11978.8,"11,883.00","12,074.60","11,787.20",2.69M,0.81%
3/7/2014,12074.6,"11,978.80","12,170.50","11,787.20",3.94M,0.80%
3/10/2014,12170.5,"12,074.60","12,170.50","11,978.80",1.93M,0.79%
3/11/2014,12841.3,"12,170.50","12,937.10","11,978.80",8.22M,5.51%
3/12/2014,12937.1,"13,320.40","13,416.30","12,937.10",7.50M,0.75%
3/13/2014,13032.9,"13,032.90","13,128.80","12,937.10",3.46M,0.74%
3/14/2014,12937.1,"13,032.90","13,128.80","12,841.30",5.48M,-0.74%
